order_id,order_date,channel,campaign,customer_type,device,region,product_name,category,quantity,unit_price,gross_item_revenue,discount_amount,shipping_revenue,tax_amount,net_revenue,cogs,shipping_cost,payment_fees,refund_amount,is_refunded
ORD100055,2025-09-15,Email/SMS,Flow - Welcome Series,Returning,Mobile,South,Mineral Sunscreen SPF 40,Sunscreen,2,32.0,64.0,0.0,6.95,4.29,75.24000000000001,19.2,7.49,2.48,0.0,False
ORD100056,2025-09-15,Direct,(direct),Returning,Mobile,South,Clarify Foaming Cleanser,Cleansers,1,22.0,22.0,2.29,6.95,0.0,26.66,6.6,6.94,1.07,0.0,False
ORD100057,2025-09-15,Email/SMS,Campaign - Monthly Newsletter,New,Desktop,South,Vitamin C Brightening Serum,Serums,2,48.0,96.0,11.43,0.0,0.0,84.57,24.0,8.72,2.75,0.0,False
ORD100058,2025-09-15,Meta Ads,Retargeting - Engaged 30d,New,Mobile,West,Clay Detox Mask,Masks,1,28.0,28.0,0.0,6.95,0.0,34.95,8.4,8.08,1.31,0.0,False
ORD100059,2025-09-15,Organic Search,(organic),Returning,Desktop,Midwest,Mineral Sunscreen SPF 40,Sunscreen,1,32.0,32.0,0.0,6.95,0.0,38.95,9.6,7.6,1.43,0.0,False
ORD100060,2025-09-15,Meta Ads,Retargeting - Engaged 30d,New,Mobile,West,Vitamin C Brightening Serum,Serums,1,48.0,48.0,0.0,6.95,3.13,58.080000000000005,12.0,7.53,1.98,0.0,False
ORD100061,2025-09-15,Organic Search,(organic),New,Mobile,South,Retinol Renewal Serum,Serums,1,56.0,56.0,5.23,6.95,4.35,62.07,15.68,8.63,2.1,0.0,False
ORD100062,2025-09-15,Organic Social,(organic social),New,Desktop,West,Vitamin C Brightening Serum,Serums,1,48.0,48.0,0.0,6.95,3.75,58.7,12.0,7.87,2.0,0.0,False
ORD100063,2025-09-15,Organic Search,(organic),New,Mobile,West,Clarify Foaming Cleanser,Cleansers,4,22.0,88.0,9.03,0.0,6.3,85.27,26.4,6.56,2.77,0.0,False
ORD100064,2025-09-15,Direct,(direct),New,Mobile,Northeast,Daily Barrier Moisturizer,Moisturizers,1,38.0,38.0,0.0,6.95,4.12,49.07,11.4,9.51,1.72,0.0,False
ORD100065,2025-09-15,Meta Ads,Prospecting - Lookalike 1%,Returning,Mobile,South,Mineral Sunscreen SPF 40,Sunscreen,1,32.0,32.0,4.15,6.95,1.96,36.760000000000005,9.6,7.54,1.37,0.0,False
ORD100066,2025-09-15,Organic Search,(organic),New,Desktop,Midwest,Vitamin C Brightening Serum,Serums,2,48.0,96.0,0.0,0.0,7.94,103.94,24.0,7.65,3.31,0.0,False
ORD100067,2025-09-15,Email/SMS,Flow - Welcome Series,Returning,Mobile,Midwest,Gentle Hydra Cleanser,Cleansers,2,24.0,48.0,0.0,6.95,0.0,54.95,14.4,8.47,1.89,0.0,False
ORD100068,2025-09-16,Meta Ads,Prospecting - Lookalike 1%,New,Desktop,West,Daily Barrier Moisturizer,Moisturizers,1,38.0,38.0,0.0,6.95,0.0,44.95,11.4,7.01,1.6,0.0,False
ORD100069,2025-09-16,Organic Search,(organic),Returning,Mobile,South,Mineral Sunscreen SPF 40,Sunscreen,3,32.0,96.0,0.0,0.0,0.0,96.0,28.8,6.92,3.08,0.0,False
ORD100070,2025-09-16,Direct,(direct),New,Mobile,Midwest,Clarify Foaming Cleanser,Cleansers,3,22.0,66.0,6.86,6.95,0.0,66.09,19.8,9.12,2.22,0.0,False
ORD100071,2025-09-16,Email/SMS,Flow - Post Purchase Winback,Returning,Mobile,South,Mineral Sunscreen SPF 40,Sunscreen,2,32.0,64.0,0.0,6.95,6.47,77.42,19.2,8.04,2.55,0.0,False
ORD100072,2025-09-16,Meta Ads,Prospecting - Lookalike 1%,New,Mobile,Northeast,Retinol Renewal Serum,Serums,2,56.0,112.0,0.0,0.0,8.89,120.89,31.36,8.59,3.81,0.0,False
ORD100073,2025-09-16,Email/SMS,Campaign - Monthly Newsletter,New,Mobile,West,Retinol Renewal Serum,Serums,1,56.0,56.0,5.57,6.95,5.35,62.730000000000004,15.68,7.87,2.12,0.0,False
ORD100074,2025-09-16,Email/SMS,Flow - Post Purchase Winback,Returning,Mobile,West,Clarify Foaming Cleanser,Cleansers,1,22.0,22.0,0.0,6.95,2.15,31.099999999999998,6.6,7.02,1.2,0.0,False
ORD100075,2025-09-16,Meta Ads,Prospecting - Broad,New,Mobile,Midwest,Clay Detox Mask,Masks,3,28.0,84.0,0.0,0.0,0.0,84.0,25.2,9.36,2.74,0.0,False
ORD100076,2025-09-16,Google Ads,Search - Nonbrand Skincare,New,Desktop,Midwest,Hyaluronic Moisture Serum,Serums,1,42.0,42.0,0.0,6.95,0.0,48.95,10.5,7.72,1.72,0.0,False
ORD100077,2025-09-16,Google Ads,Search - Brand,New,Mobile,Midwest,Mineral Sunscreen SPF 40,Sunscreen,1,32.0,32.0,0.0,6.95,0.0,38.95,9.6,7.64,1.43,0.0,False
ORD100078,2025-09-16,Direct,(direct),Returning,Mobile,South,Vitamin C Brightening Serum,Serums,2,48.0,96.0,0.0,0.0,7.32,103.32,24.0,8.65,3.3,0.0,False
ORD100079,2025-09-16,Email/SMS,Flow - Welcome Series,New,Desktop,Midwest,Hyaluronic Moisture Serum,Serums,1,42.0,42.0,0.0,6.95,2.95,51.900000000000006,10.5,8.47,1.81,0.0,False
ORD100080,2025-09-16,Email/SMS,Flow - Welcome Series,New,Mobile,West,Vitamin C Brightening Serum,Serums,1,48.0,48.0,9.12,6.95,0.0,45.830000000000005,12.0,7.14,1.63,0.0,False
ORD100081,2025-09-16,Meta Ads,Prospecting - Broad,New,Tablet,Northeast,Mineral Sunscreen SPF 40,Sunscreen,1,32.0,32.0,6.1,6.95,2.26,35.11,9.6,8.48,1.32,0.0,False
ORD100082,2025-09-16,Email/SMS,Flow - Post Purchase Winback,Returning,Mobile,Midwest,Daily Barrier Moisturizer,Moisturizers,1,38.0,38.0,0.0,6.95,3.3,48.25,11.4,7.96,1.7,0.0,False
ORD100083,2025-09-16,Google Ads,Search - Brand,New,Mobile,Midwest,Hyaluronic Moisture Serum,Serums,1,42.0,42.0,0.0,6.95,0.0,48.95,10.5,8.35,1.72,0.0,False
ORD100084,2025-09-16,Meta Ads,Retargeting - Cart Abandon,Returning,Mobile,Midwest,Clay Detox Mask,Masks,2,28.0,56.0,0.0,6.95,0.0,62.95,16.8,8.46,2.13,0.0,False
ORD100085,2025-09-16,Organic Search,(organic),New,Mobile,South,Mineral Sunscreen SPF 40,Sunscreen,1,32.0,32.0,0.0,6.95,0.0,38.95,9.6,7.74,1.43,0.0,False
ORD100086,2025-09-16,Meta Ads,Prospecting - Broad,New,Mobile,Midwest,Overnight Repair Cream,Moisturizers,1,52.0,52.0,6.2,6.95,0.0,52.75,16.64,7.8,1.83,0.0,False
ORD100087,2025-09-16,Email/SMS,Flow - Welcome Series,Returning,Mobile,Midwest,Vitamin C Brightening Serum,Serums,1,48.0,48.0,0.0,6.95,0.0,54.95,12.0,7.81,1.89,0.0,False
ORD100088,2025-09-16,Meta Ads,Prospecting - Lookalike 1%,New,Mobile,Northeast,Retinol Renewal Serum,Serums,2,56.0,112.0,14.34,0.0,0.0,97.66,31.36,9.55,3.13,0.0,False
ORD100089,2025-09-16,Email/SMS,Flow - Post Purchase Winback,Returning,Desktop,South,Daily Barrier Moisturizer,Moisturizers,1,38.0,38.0,0.0,6.95,0.0,44.95,11.4,8.73,1.6,0.0,False
ORD100090,2025-09-16,Meta Ads,Prospecting - Broad,Returning,Mobile,South,Hyaluronic Moisture Serum,Serums,1,42.0,42.0,0.0,6.95,3.84,52.790000000000006,10.5,7.48,1.83,0.0,False
ORD100091,2025-09-16,Google Ads,Shopping - Bestsellers,Returning,Desktop,West,Vitamin C Brightening Serum,Serums,2,48.0,96.0,0.0,0.0,0.0,96.0,24.0,6.78,3.08,0.0,False
ORD100092,2025-09-16,Email/SMS,Flow - Post Purchase Winback,Returning,Mobile,Midwest,Daily Barrier Moisturizer,Moisturizers,3,38.0,114.0,0.0,0.0,9.88,123.88,34.2,7.54,3.89,0.0,False
ORD100093,2025-09-16,Meta Ads,Prospecting - Broad,Returning,Desktop,South,Retinol Renewal Serum,Serums,1,56.0,56.0,0.0,6.95,0.0,62.95,15.68,8.27,2.13,0.0,False
ORD100094,2025-09-16,Meta Ads,Retargeting - Cart Abandon,New,Tablet,South,Hyaluronic Moisture Serum,Serums,1,42.0,42.0,6.75,6.95,0.0,42.2,10.5,7.61,1.52,0.0,False
ORD100095,2025-09-16,Google Ads,Shopping - Bestsellers,New,Desktop,Northeast,Hyaluronic Moisture Serum,Serums,2,42.0,84.0,15.58,6.95,5.75,81.12,21.0,7.99,2.65,0.0,False
ORD100096,2025-09-16,Google Ads,PMax - Skincare Prospecting,New,Mobile,Midwest,Bright Eyes Depuffing Cream,Eye Care,1,34.0,34.0,6.23,6.95,0.0,34.72,10.88,9.05,1.31,0.0,False
ORD100097,2025-09-16,Organic Search,(organic),New,Mobile,Midwest,Hyaluronic Moisture Serum,Serums,2,42.0,84.0,0.0,0.0,5.32,89.32,21.0,8.14,2.89,0.0,False
ORD100098,2025-09-16,Meta Ads,Retargeting - Engaged 30d,New,Mobile,Northeast,Retinol Renewal Serum,Serums,4,56.0,224.0,0.0,0.0,20.16,244.16,62.72,8.7,7.38,0.0,False
ORD100099,2025-09-16,Meta Ads,Prospecting - Broad,New,Desktop,West,Mineral Sunscreen SPF 40,Sunscreen,1,32.0,32.0,0.0,6.95,0.0,38.95,9.6,8.16,1.43,38.95,True
ORD100100,2025-09-16,Organic Social,(organic social),New,Desktop,South,Retinol Renewal Serum,Serums,1,56.0,56.0,0.0,6.95,0.0,62.95,15.68,7.53,2.13,0.0,False
ORD100101,2025-09-17,Meta Ads,Retargeting - Cart Abandon,New,Desktop,Midwest,Clarify Foaming Cleanser,Cleansers,2,22.0,44.0,0.0,6.95,0.0,50.95,13.2,8.35,1.78,50.95,True
ORD100102,2025-09-17,Meta Ads,Retargeting - Cart Abandon,New,Mobile,South,Clarify Foaming Cleanser,Cleansers,1,22.0,22.0,0.0,6.95,1.66,30.61,6.6,7.54,1.19,0.0,False
ORD100103,2025-09-17,Meta Ads,Retargeting - Engaged 30d,New,Desktop,West,Gentle Hydra Cleanser,Cleansers,1,24.0,24.0,0.0,6.95,0.0,30.95,7.2,6.74,1.2,0.0,False
ORD100104,2025-09-17,Unattributed,(not set),New,Mobile,South,Vitamin C Brightening Serum,Serums,4,48.0,192.0,0.0,0.0,18.08,210.07999999999998,48.0,8.51,6.39,0.0,False
ORD100105,2025-09-17,Direct,(direct),Returning,Desktop,Midwest,Gentle Hydra Cleanser,Cleansers,1,24.0,24.0,2.22,6.95,0.0,28.73,7.2,9.13,1.13,0.0,False
ORD100106,2025-09-17,Organic Search,(organic),New,Desktop,Northeast,Retinol Renewal Serum,Serums,1,56.0,56.0,0.0,6.95,0.0,62.95,15.68,8.94,2.13,0.0,False
ORD100107,2025-09-17,Google Ads,Search - Nonbrand Skincare,New,Mobile,West,Clarify Foaming Cleanser,Cleansers,2,22.0,44.0,0.0,6.95,0.0,50.95,13.2,6.93,1.78,0.0,False
ORD100108,2025-09-17,Direct,(direct),Returning,Mobile,South,Gentle Hydra Cleanser,Cleansers,4,24.0,96.0,0.0,0.0,0.0,96.0,28.8,8.75,3.08,96.0,True
ORD100109,2025-09-17,Meta Ads,Prospecting - Broad,Returning,Mobile,Midwest,Gentle Hydra Cleanser,Cleansers,2,24.0,48.0,0.0,6.95,4.26,59.21,14.4,9.16,2.02,0.0,False
ORD100110,2025-09-17,Direct,(direct),Returning,Desktop,West,The Essentials Bundle,Bundles & Sets,4,98.0,392.0,59.31,0.0,19.64,352.33,152.0,8.26,10.52,0.0,False
ORD100111,2025-09-17,Unattributed,(not set),New,Mobile,South,Retinol Renewal Serum,Serums,1,56.0,56.0,9.82,6.95,3.57,56.7,15.68,8.58,1.94,0.0,False
ORD100112,2025-09-17,Google Ads,PMax - Skincare Prospecting,New,Desktop,West,Overnight Repair Cream,Moisturizers,1,52.0,52.0,0.0,6.95,0.0,58.95,16.64,6.58,2.01,0.0,False
ORD100113,2025-09-17,Meta Ads,Prospecting - Lookalike 1%,New,Mobile,Northeast,Retinol Renewal Serum,Serums,2,56.0,112.0,0.0,0.0,0.0,112.0,31.36,7.96,3.55,0.0,False
ORD100114,2025-09-17,Google Ads,Search - Nonbrand Skincare,New,Mobile,South,Glow Ritual Bundle (5-Piece),Bundles & Sets,4,145.0,580.0,0.0,0.0,0.0,580.0,244.0,7.5,17.12,290.0,True
ORD100115,2025-09-17,Direct,(direct),New,Mobile,South,The Essentials Bundle,Bundles & Sets,1,98.0,98.0,0.0,0.0,9.19,107.19,38.0,7.79,3.41,0.0,False
ORD100116,2025-09-17,Unattributed,(not set),New,Mobile,Northeast,Overnight Repair Cream,Moisturizers,2,52.0,104.0,0.0,0.0,0.0,104.0,33.28,9.48,3.32,0.0,False
ORD100117,2025-09-17,Google Ads,PMax - Skincare Prospecting,New,Tablet,Midwest,Hyaluronic Moisture Serum,Serums,1,42.0,42.0,0.0,6.95,2.87,51.82,10.5,8.12,1.8,0.0,False
ORD100118,2025-09-17,Email/SMS,Flow - Post Purchase Winback,New,Mobile,West,Clarify Foaming Cleanser,Cleansers,1,22.0,22.0,0.0,6.95,0.0,28.95,6.6,6.94,1.14,0.0,False
ORD100119,2025-09-17,Meta Ads,Prospecting - Lookalike 1%,New,Mobile,West,Daily Barrier Moisturizer,Moisturizers,3,38.0,114.0,0.0,0.0,9.92,123.92,34.2,7.75,3.89,0.0,False
ORD100120,2025-09-17,Email/SMS,Flow - Abandoned Cart,Returning,Desktop,South,Retinol Renewal Serum,Serums,4,56.0,224.0,22.76,0.0,16.33,217.57,62.72,7.27,6.61,0.0,False
ORD100121,2025-09-17,Organic Search,(organic),New,Mobile,Northeast,Clarify Foaming Cleanser,Cleansers,1,22.0,22.0,0.0,6.95,0.0,28.95,6.6,8.84,1.14,0.0,False
ORD100122,2025-09-17,Google Ads,Search - Nonbrand Skincare,New,Mobile,West,Daily Barrier Moisturizer,Moisturizers,1,38.0,38.0,0.0,6.95,0.0,44.95,11.4,6.6,1.6,0.0,False
ORD100123,2025-09-17,Meta Ads,Retargeting - Engaged 30d,New,Desktop,Midwest,Retinol Renewal Serum,Serums,1,56.0,56.0,0.0,6.95,5.13,68.08,15.68,8.66,2.27,0.0,False
ORD100124,2025-09-17,Google Ads,PMax - Skincare Prospecting,New,Desktop,South,Mineral Sunscreen SPF 40,Sunscreen,1,32.0,32.0,5.42,6.95,2.68,36.21,9.6,7.16,1.35,0.0,False
ORD100125,2025-09-17,Meta Ads,Prospecting - Broad,New,Mobile,West,Vitamin C Brightening Serum,Serums,1,48.0,48.0,0.0,6.95,0.0,54.95,12.0,8.02,1.89,0.0,False
ORD100126,2025-09-17,Meta Ads,Retargeting - Engaged 30d,New,Mobile,South,Gentle Hydra Cleanser,Cleansers,1,24.0,24.0,0.0,6.95,0.0,30.95,7.2,7.04,1.2,0.0,False
ORD100127,2025-09-17,Meta Ads,Prospecting - Lookalike 1%,Returning,Desktop,Northeast,Retinol Renewal Serum,Serums,1,56.0,56.0,0.0,6.95,5.36,68.31,15.68,8.58,2.28,0.0,False
ORD100128,2025-09-17,Google Ads,Shopping - Bestsellers,New,Mobile,West,Mineral Sunscreen SPF 40,Sunscreen,3,32.0,96.0,0.0,0.0,0.0,96.0,28.8,7.79,3.08,0.0,False
ORD100129,2025-09-17,Meta Ads,Retargeting - Engaged 30d,Returning,Desktop,West,Gentle Hydra Cleanser,Cleansers,1,24.0,24.0,0.0,6.95,2.41,33.36,7.2,7.49,1.27,0.0,False
ORD100130,2025-09-17,Meta Ads,Prospecting - Broad,New,Desktop,Northeast,Clay Detox Mask,Masks,2,28.0,56.0,0.0,6.95,4.99,67.94,16.8,8.6,2.27,0.0,False
ORD100131,2025-09-17,Meta Ads,Retargeting - Engaged 30d,New,Mobile,West,Gentle Hydra Cleanser,Cleansers,4,24.0,96.0,0.0,0.0,5.95,101.95,28.8,7.86,3.26,0.0,False
ORD100132,2025-09-17,Email/SMS,Flow - Abandoned Cart,Returning,Mobile,West,Vitamin C Brightening Serum,Serums,4,48.0,192.0,18.66,0.0,14.91,188.25,48.0,7.37,5.76,0.0,False
