date,channel,campaign,net_revenue,cogs,shipping_cost,payment_fees,refunds,orders,new_customers,ad_spend,platform_reported_revenue
2025-09-15,Email/SMS,Campaign - Monthly Newsletter,84.57,24.0,8.72,2.75,0.0,1.0,1.0,0.0,0.0
2025-09-15,Email/SMS,Flow - Abandoned Cart,26.87,6.6,9.72,1.08,0.0,1.0,0.0,0.0,0.0
2025-09-15,Email/SMS,Flow - Post Purchase Winback,111.9,26.18,14.84,3.8499999999999996,0.0,2.0,0.0,0.0,0.0
2025-09-15,Email/SMS,Flow - Welcome Series,183.48000000000002,44.1,23.03,6.22,0.0,3.0,0.0,0.0,0.0
2025-09-15,Google Ads,PMax - Skincare Prospecting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.04,8.41
2025-09-15,Google Ads,Search - Brand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,10.31
2025-09-15,Google Ads,Search - Nonbrand Skincare,28.95,6.6,7.36,1.14,0.0,1.0,1.0,10.85,31.16
2025-09-15,Google Ads,Shopping - Bestsellers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.82,6.25
2025-09-15,Meta Ads,Prospecting - Broad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.84,6.71
2025-09-15,Meta Ads,Prospecting - Lookalike 1%,36.760000000000005,9.6,7.54,1.37,0.0,1.0,0.0,20.89,54.6
2025-09-15,Meta Ads,Retargeting - Cart Abandon,126.92000000000002,32.78,26.159999999999997,4.57,0.0,3.0,1.0,31.05,187.56
2025-09-15,Meta Ads,Retargeting - Engaged 30d,147.65,36.08,23.240000000000002,5.17,0.0,3.0,3.0,56.83,221.72
2025-09-15,Organic Search,(organic),333.25,87.08,37.67,11.16,0.0,5.0,3.0,0.0,0.0
2025-09-15,Organic Social,(organic social),431.83,136.3,40.08,14.010000000000002,0.0,5.0,5.0,0.0,0.0
2025-09-15,Unattributed,(not set),136.04,33.6,24.32,4.84,30.95,3.0,2.0,0.0,0.0
2025-09-16,Direct,(direct),169.41,43.8,17.77,5.52,0.0,2.0,1.0,0.0,0.0
2025-09-16,Email/SMS,Campaign - Monthly Newsletter,62.730000000000004,15.68,7.87,2.12,0.0,1.0,1.0,0.0,0.0
2025-09-16,Email/SMS,Flow - Post Purchase Winback,325.59999999999997,82.8,39.29,10.940000000000001,0.0,5.0,0.0,0.0,0.0
2025-09-16,Email/SMS,Flow - Welcome Series,152.68,34.5,23.419999999999998,5.33,0.0,3.0,2.0,0.0,0.0
2025-09-16,Google Ads,PMax - Skincare Prospecting,34.72,10.88,9.05,1.31,0.0,1.0,1.0,19.4,46.22
2025-09-16,Google Ads,Search - Brand,87.9,20.1,15.989999999999998,3.15,0.0,2.0,2.0,14.24,93.48
2025-09-16,Google Ads,Search - Nonbrand Skincare,48.95,10.5,7.72,1.72,0.0,1.0,1.0,13.28,55.78
2025-09-16,Google Ads,Shopping - Bestsellers,177.12,45.0,14.77,5.73,0.0,2.0,1.0,56.07,205.33
2025-09-16,Meta Ads,Prospecting - Broad,326.55,87.22,49.55,11.280000000000001,38.95,6.0,4.0,228.66,451.49
2025-09-16,Meta Ads,Prospecting - Lookalike 1%,263.5,74.12,25.15,8.54,0.0,3.0,3.0,122.31,346.53
2025-09-16,Meta Ads,Retargeting - Cart Abandon,105.15,27.3,16.07,3.65,0.0,2.0,1.0,21.13,170.81
2025-09-16,Meta Ads,Retargeting - Engaged 30d,244.16,62.72,8.7,7.38,0.0,1.0,1.0,101.78,300.79
2025-09-16,Organic Search,(organic),224.26999999999998,59.4,22.8,7.4,0.0,3.0,2.0,0.0,0.0
2025-09-16,Organic Social,(organic social),62.95,15.68,7.53,2.13,0.0,1.0,1.0,0.0,0.0
2025-09-17,Direct,(direct),584.25,226.0,33.93,18.14,96.0,4.0,1.0,0.0,0.0
2025-09-17,Email/SMS,Flow - Abandoned Cart,405.82,110.72,14.64,12.370000000000001,0.0,2.0,0.0,0.0,0.0
2025-09-17,Email/SMS,Flow - Post Purchase Winback,28.95,6.6,6.94,1.14,0.0,1.0,1.0,0.0,0.0
2025-09-17,Email/SMS,Flow - Welcome Series,133.18,61.0,8.52,4.16,0.0,1.0,0.0,0.0,0.0
2025-09-17,Google Ads,PMax - Skincare Prospecting,146.98000000000002,36.74,21.86,5.16,0.0,3.0,3.0,65.58,182.36
2025-09-17,Google Ads,Search - Brand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.85,7.51
2025-09-17,Google Ads,Search - Nonbrand Skincare,675.9000000000001,268.59999999999997,21.03,20.500000000000004,290.0,3.0,3.0,263.57,722.7
2025-09-17,Google Ads,Shopping - Bestsellers,96.0,28.8,7.79,3.08,0.0,1.0,1.0,30.6,99.94
2025-09-17,Meta Ads,Prospecting - Broad,182.1,43.2,25.78,6.18,0.0,3.0,2.0,86.83,229.25
2025-09-17,Meta Ads,Prospecting - Lookalike 1%,304.23,81.24000000000001,24.29,9.719999999999999,0.0,3.0,2.0,128.17,396.5
2025-09-17,Meta Ads,Retargeting - Cart Abandon,164.55,42.599999999999994,24.509999999999998,5.68,50.95,3.0,3.0,23.79,226.7
2025-09-17,Meta Ads,Retargeting - Engaged 30d,265.28999999999996,66.08,37.79,9.2,0.0,5.0,4.0,73.9,316.55
2025-09-17,Organic Search,(organic),91.9,22.28,17.78,3.2699999999999996,0.0,2.0,2.0,0.0,0.0
2025-09-17,Unattributed,(not set),370.78,96.96000000000001,26.57,11.65,0.0,3.0,3.0,0.0,0.0
2025-09-18,Direct,(direct),1009.71,357.68,56.059999999999995,31.38,0.0,7.0,6.0,0.0,0.0
2025-09-18,Email/SMS,Flow - Abandoned Cart,206.44,52.720000000000006,41.62,7.4799999999999995,0.0,5.0,0.0,0.0,0.0
2025-09-18,Email/SMS,Flow - Post Purchase Winback,136.9,31.5,9.15,4.27,0.0,1.0,0.0,0.0,0.0
2025-09-18,Email/SMS,Flow - Welcome Series,48.7,11.4,6.95,1.71,0.0,1.0,0.0,0.0,0.0
2025-09-18,Google Ads,PMax - Skincare Prospecting,408.05,105.32,31.79,13.030000000000001,0.0,4.0,4.0,206.89,451.63
2025-09-18,Google Ads,Search - Brand,95.9,22.880000000000003,16.0,3.38,0.0,2.0,2.0,9.46,112.78
2025-09-18,Google Ads,Search - Nonbrand Skincare,302.7,126.0,16.56,9.38,0.0,2.0,1.0,120.28,428.17
2025-09-18,Google Ads,Shopping - Bestsellers,208.63,52.8,16.88,6.65,0.0,2.0,2.0,65.04,233.21
2025-09-18,Meta Ads,Prospecting - Broad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.41,11.43
2025-09-18,Meta Ads,Prospecting - Lookalike 1%,610.2700000000001,225.6,31.209999999999997,18.9,0.0,4.0,4.0,320.41,849.13
2025-09-18,Meta Ads,Retargeting - Cart Abandon,72.63,16.8,14.64,2.71,0.0,2.0,2.0,17.37,96.97
2025-09-18,Meta Ads,Retargeting - Engaged 30d,54.95,14.4,8.14,1.89,0.0,1.0,0.0,15.82,80.92
2025-09-18,Organic Search,(organic),143.4,41.86,15.39,4.76,0.0,2.0,1.0,0.0,0.0
2025-09-18,Organic Social,(organic social),95.16,26.4,6.8,3.06,0.0,1.0,1.0,0.0,0.0
2025-09-18,Unattributed,(not set),84.63,21.6,7.51,2.75,0.0,1.0,1.0,0.0,0.0
2025-09-19,Direct,(direct),239.94,58.88,24.72,7.85,0.0,3.0,1.0,0.0,0.0
2025-09-19,Email/SMS,Campaign - Monthly Newsletter,285.67,129.2,24.049999999999997,9.18,0.0,3.0,0.0,0.0,0.0
2025-09-19,Email/SMS,Flow - Abandoned Cart,28.58,6.6,8.39,1.13,0.0,1.0,1.0,0.0,0.0
2025-09-19,Email/SMS,Flow - Post Purchase Winback,166.94,46.88,27.0,5.74,0.0,3.0,0.0,0.0,0.0
2025-09-19,Google Ads,PMax - Skincare Prospecting,205.27000000000004,56.480000000000004,24.69,6.86,0.0,3.0,3.0,106.52,251.93
2025-09-19,Google Ads,Search - Brand,64.47,16.2,17.33,2.4699999999999998,0.0,2.0,2.0,13.46,78.04
2025-09-19,Google Ads,Search - Nonbrand Skincare,265.6,67.56,31.499999999999996,8.9,0.0,4.0,4.0,91.48,316.3
2025-09-19,Google Ads,Shopping - Bestsellers,37.790000000000006,8.4,6.63,1.4,0.0,1.0,1.0,12.53,39.72
2025-09-19,Meta Ads,Prospecting - Broad,168.03,48.0,25.12,5.77,0.0,3.0,1.0,102.88,239.39
2025-09-19,Meta Ads,Prospecting - Lookalike 1%,145.66,34.2,23.799999999999997,5.13,30.65,3.0,2.0,65.42,184.58
2025-09-19,Meta Ads,Retargeting - Cart Abandon,182.73,43.88,26.240000000000002,6.1899999999999995,0.0,3.0,3.0,30.42,221.7
2025-09-19,Meta Ads,Retargeting - Engaged 30d,88.92,38.0,7.58,2.88,0.0,1.0,1.0,30.69,148.12
2025-09-19,Organic Search,(organic),279.81,74.12,38.9,9.61,0.0,5.0,3.0,0.0,0.0
2025-09-19,Organic Social,(organic social),48.82,12.0,8.69,1.72,0.0,1.0,1.0,0.0,0.0
2025-09-19,Unattributed,(not set),28.95,6.6,6.86,1.14,14.48,1.0,0.0,0.0,0.0
2025-09-20,Direct,(direct),457.87,121.88,59.64,15.379999999999999,0.0,7.0,3.0,0.0,0.0
2025-09-20,Email/SMS,Flow - Abandoned Cart,168.41,54.0,16.349999999999998,5.48,34.18,2.0,0.0,0.0,0.0
2025-09-20,Email/SMS,Flow - Welcome Series,255.69,93.64,16.85,8.01,0.0,2.0,1.0,0.0,0.0
2025-09-20,Google Ads,PMax - Skincare Prospecting,167.27,48.0,9.69,5.15,0.0,1.0,0.0,69.54,209.36
2025-09-20,Google Ads,Search - Brand,98.82000000000001,23.4,17.91,3.4699999999999998,0.0,2.0,0.0,13.99,123.45
2025-09-20,Google Ads,Search - Nonbrand Skincare,164.93,40.2,23.86,5.69,0.0,3.0,3.0,69.22,192.82
2025-09-20,Google Ads,Shopping - Bestsellers,261.21,87.92,15.45,8.17,105.21,2.0,2.0,57.71,281.59
2025-09-20,Meta Ads,Prospecting - Broad,205.62,50.56,32.26,7.16,0.0,4.0,2.0,102.31,258.73
2025-09-20,Meta Ads,Prospecting - Lookalike 1%,550.3000000000001,151.95999999999998,33.13,17.16,0.0,4.0,3.0,210.15,775.58
2025-09-20,Meta Ads,Retargeting - Cart Abandon,152.0,45.6,7.81,4.71,0.0,1.0,1.0,24.71,227.03
2025-09-20,Meta Ads,Retargeting - Engaged 30d,310.83000000000004,72.46000000000001,45.849999999999994,10.81,0.0,6.0,5.0,94.82,441.77
2025-09-20,Organic Search,(organic),41.400000000000006,11.4,7.93,1.5,0.0,1.0,1.0,0.0,0.0
2025-09-20,Organic Social,(organic social),259.46000000000004,76.7,31.990000000000002,8.72,0.0,4.0,4.0,0.0,0.0
2025-09-21,Direct,(direct),322.59,93.5,32.19,10.55,0.0,4.0,2.0,0.0,0.0
2025-09-21,Email/SMS,Campaign - Monthly Newsletter,200.92999999999998,69.12,15.6,6.42,0.0,2.0,1.0,0.0,0.0
2025-09-21,Email/SMS,Flow - Abandoned Cart,53.99000000000001,12.0,7.89,1.87,0.0,1.0,0.0,0.0,0.0
2025-09-21,Email/SMS,Flow - Post Purchase Winback,159.01,38.7,16.560000000000002,5.21,0.0,2.0,1.0,0.0,0.0
2025-09-21,Email/SMS,Flow - Welcome Series,96.0,24.0,8.75,3.08,0.0,1.0,0.0,0.0,0.0
2025-09-21,Google Ads,PMax - Skincare Prospecting,50.21000000000001,12.0,7.76,1.76,0.0,1.0,1.0,17.5,60.69
2025-09-21,Google Ads,Search - Brand,135.01,37.2,23.45,4.8100000000000005,0.0,3.0,2.0,17.99,156.85
2025-09-21,Google Ads,Search - Nonbrand Skincare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.22,9.91
2025-09-21,Google Ads,Shopping - Bestsellers,74.74000000000001,22.8,8.22,2.47,0.0,1.0,1.0,31.82,97.46
2025-09-21,Meta Ads,Prospecting - Broad,195.73000000000002,60.88,26.4,6.58,0.0,3.0,3.0,140.16,269.67
2025-09-21,Meta Ads,Prospecting - Lookalike 1%,221.78,69.2,23.740000000000002,7.330000000000001,0.0,3.0,3.0,91.77,310.22
2025-09-21,Meta Ads,Retargeting - Cart Abandon,113.16000000000001,27.3,22.33,4.18,0.0,3.0,3.0,27.2,158.02
2025-09-21,Meta Ads,Retargeting - Engaged 30d,395.9,139.28,33.02,12.68,0.0,4.0,4.0,157.61,578.77
2025-09-21,Organic Search,(organic),505.08000000000004,132.44,70.62,17.34,0.0,9.0,5.0,0.0,0.0
2025-09-21,Organic Social,(organic social),98.0,38.0,7.92,3.14,0.0,1.0,1.0,0.0,0.0
2025-09-22,Direct,(direct),161.57,40.2,21.86,5.58,0.0,3.0,3.0,0.0,0.0
2025-09-22,Email/SMS,Campaign - Monthly Newsletter,140.11,45.2,15.440000000000001,4.66,0.0,2.0,0.0,0.0,0.0
2025-09-22,Email/SMS,Flow - Abandoned Cart,213.86,69.5,33.42,7.3999999999999995,0.0,4.0,0.0,0.0,0.0
2025-09-22,Email/SMS,Flow - Post Purchase Winback,47.330000000000005,12.0,7.16,1.67,0.0,1.0,1.0,0.0,0.0
2025-09-22,Google Ads,PMax - Skincare Prospecting,32.839999999999996,7.2,8.66,1.25,0.0,1.0,1.0,14.95,34.07
2025-09-22,Google Ads,Search - Brand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.09,5.46
2025-09-22,Google Ads,Search - Nonbrand Skincare,159.32999999999998,44.04,15.52,5.22,0.0,2.0,2.0,61.66,174.41
2025-09-22,Google Ads,Shopping - Bestsellers,114.06,26.4,17.060000000000002,3.8999999999999995,0.0,2.0,2.0,37.69,135.74
2025-09-22,Meta Ads,Prospecting - Broad,104.30000000000001,22.799999999999997,21.369999999999997,3.9299999999999997,0.0,3.0,3.0,47.76,153.95
2025-09-22,Meta Ads,Prospecting - Lookalike 1%,204.85,52.8,17.94,6.54,0.0,2.0,0.0,87.47,300.49
2025-09-22,Meta Ads,Retargeting - Cart Abandon,149.41,35.4,14.870000000000001,4.9399999999999995,0.0,2.0,2.0,29.07,179.95
2025-09-22,Meta Ads,Retargeting - Engaged 30d,296.43999999999994,93.44000000000001,24.71,9.49,0.0,3.0,1.0,87.32,400.15
2025-09-22,Organic Search,(organic),204.95,49.96,23.009999999999998,6.84,0.0,3.0,1.0,0.0,0.0
2025-09-22,Organic Social,(organic social),396.0,138.07999999999998,25.33,12.38,0.0,3.0,2.0,0.0,0.0
2025-09-23,Direct,(direct),285.23999999999995,65.7,45.86,10.07,0.0,6.0,1.0,0.0,0.0
2025-09-23,Email/SMS,Campaign - Monthly Newsletter,226.0,62.7,23.740000000000002,7.46,0.0,3.0,0.0,0.0,0.0
2025-09-23,Google Ads,PMax - Skincare Prospecting,30.95,7.2,6.71,1.2,0.0,1.0,1.0,11.67,33.78
2025-09-23,Google Ads,Search - Brand,85.9,19.2,17.36,3.09,0.0,2.0,2.0,12.83,95.29
2025-09-23,Google Ads,Search - Nonbrand Skincare,111.31,33.28,8.86,3.53,0.0,1.0,1.0,27.76,128.88
2025-09-23,Google Ads,Shopping - Bestsellers,291.52,89.60000000000001,37.39,9.95,122.5,5.0,5.0,65.83,311.41
2025-09-23,Meta Ads,Prospecting - Broad,113.9,31.04,15.5,3.8999999999999995,0.0,2.0,2.0,63.37,162.65
2025-09-23,Meta Ads,Prospecting - Lookalike 1%,223.65,54.6,16.78,7.09,0.0,2.0,2.0,74.82,279.06
2025-09-23,Meta Ads,Retargeting - Cart Abandon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.12,8.55
2025-09-23,Meta Ads,Retargeting - Engaged 30d,98.0,38.0,7.97,3.14,0.0,1.0,1.0,41.42,144.45
2025-09-23,Organic Search,(organic),220.51999999999998,48.300000000000004,38.49,7.8999999999999995,54.32,5.0,4.0,0.0,0.0
2025-09-23,Organic Social,(organic social),212.07999999999998,60.5,24.759999999999998,7.05,104.08,3.0,3.0,0.0,0.0
2025-09-23,Unattributed,(not set),164.4,50.720000000000006,16.33,5.36,0.0,2.0,2.0,0.0,0.0
2025-09-24,Direct,(direct),664.02,228.79999999999998,48.599999999999994,21.06,49.63,6.0,3.0,0.0,0.0
2025-09-24,Email/SMS,Flow - Abandoned Cart,54.06,12.0,8.7,1.87,0.0,1.0,0.0,0.0,0.0
2025-09-24,Email/SMS,Flow - Post Purchase Winback,106.59,38.0,8.28,3.39,0.0,1.0,0.0,0.0,0.0
2025-09-24,Email/SMS,Flow - Welcome Series,82.42,21.0,8.94,2.69,0.0,1.0,0.0,0.0,0.0
2025-09-24,Google Ads,PMax - Skincare Prospecting,241.19,65.12,24.98,7.890000000000001,0.0,3.0,3.0,102.58,260.26
2025-09-24,Google Ads,Search - Brand,224.41,64.8,15.43,7.11,0.0,2.0,2.0,34.25,284.49
2025-09-24,Google Ads,Search - Nonbrand Skincare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,4.74
2025-09-24,Google Ads,Shopping - Bestsellers,114.44000000000001,27.6,14.04,3.92,0.0,2.0,2.0,37.67,123.39
2025-09-24,Meta Ads,Prospecting - Broad,114.95,32.4,13.94,3.9299999999999997,0.0,2.0,2.0,60.9,170.75
2025-09-24,Meta Ads,Prospecting - Lookalike 1%,282.18,77.1,24.369999999999997,9.09,0.0,3.0,2.0,106.65,441.45
2025-09-24,Meta Ads,Retargeting - Cart Abandon,26.459999999999997,7.2,7.88,1.07,0.0,1.0,0.0,18.88,45.54
2025-09-24,Meta Ads,Retargeting - Engaged 30d,70.95,19.2,6.7,2.36,0.0,1.0,1.0,27.77,84.2
2025-09-24,Organic Search,(organic),645.9300000000001,197.07999999999998,65.75,21.12,0.0,8.0,7.0,0.0,0.0
2025-09-24,Organic Social,(organic social),153.22,61.0,9.12,4.74,0.0,1.0,1.0,0.0,0.0
2025-09-24,Unattributed,(not set),89.86000000000001,21.6,16.54,3.2,0.0,2.0,2.0,0.0,0.0
2025-09-25,Direct,(direct),283.87,85.16,40.46000000000001,9.73,0.0,5.0,1.0,0.0,0.0
2025-09-25,Email/SMS,Campaign - Monthly Newsletter,83.36,19.2,15.86,3.01,0.0,2.0,0.0,0.0,0.0
2025-09-25,Email/SMS,Flow - Abandoned Cart,32.26,8.4,8.76,1.24,0.0,1.0,0.0,0.0,0.0
2025-09-25,Email/SMS,Flow - Post Purchase Winback,199.61,53.64,16.7,6.39,0.0,2.0,0.0,0.0,0.0
2025-09-25,Email/SMS,Flow - Welcome Series,135.42000000000002,31.88,22.16,4.84,0.0,3.0,0.0,0.0,0.0
2025-09-25,Google Ads,PMax - Skincare Prospecting,30.259999999999998,7.2,8.09,1.18,0.0,1.0,1.0,10.77,39.31
2025-09-25,Google Ads,Search - Brand,40.95,10.88,7.6,1.49,40.95,1.0,1.0,11.7,45.98
2025-09-25,Google Ads,Search - Nonbrand Skincare,28.95,6.6,7.43,1.14,0.0,1.0,1.0,12.86,34.65
2025-09-25,Google Ads,Shopping - Bestsellers,250.94000000000003,73.54,34.17,8.48,0.0,4.0,4.0,69.08,282.53
2025-09-25,Meta Ads,Prospecting - Broad,154.59,36.0,6.93,4.78,0.0,1.0,1.0,80.29,236.13
2025-09-25,Meta Ads,Prospecting - Lookalike 1%,94.85,24.0,17.18,3.35,0.0,2.0,2.0,43.13,149.01
2025-09-25,Meta Ads,Retargeting - Cart Abandon,27.05,7.2,9.63,1.08,0.0,1.0,1.0,17.64,40.47
2025-09-25,Meta Ads,Retargeting - Engaged 30d,303.26,82.82,24.96,9.69,0.0,3.0,3.0,125.74,419.16
2025-09-25,Organic Search,(organic),498.84000000000003,124.66,56.51,16.58,0.0,7.0,5.0,0.0,0.0
2025-09-25,Organic Social,(organic social),59.42,12.0,7.87,2.02,0.0,1.0,1.0,0.0,0.0
2025-09-26,Direct,(direct),500.83000000000004,146.44,48.33,16.33,122.63,6.0,2.0,0.0,0.0
2025-09-26,Email/SMS,Campaign - Monthly Newsletter,91.9,22.28,14.469999999999999,3.2699999999999996,0.0,2.0,1.0,0.0,0.0
2025-09-26,Email/SMS,Flow - Abandoned Cart,167.48000000000002,67.6,16.18,5.45,0.0,2.0,0.0,0.0,0.0
2025-09-26,Email/SMS,Flow - Welcome Series,221.51000000000002,51.6,33.980000000000004,7.63,52.99,4.0,2.0,0.0,0.0
2025-09-26,Google Ads,PMax - Skincare Prospecting,259.2,60.0,16.45,8.11,0.0,2.0,2.0,115.0,289.33
2025-09-26,Google Ads,Search - Brand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.53,7.43
2025-09-26,Google Ads,Search - Nonbrand Skincare,130.95,30.6,15.55,4.3999999999999995,0.0,2.0,2.0,42.15,158.86
2025-09-26,Google Ads,Shopping - Bestsellers,232.32999999999998,56.4,33.97,7.93,0.0,4.0,3.0,57.75,242.88
2025-09-26,Meta Ads,Prospecting - Broad,81.75,18.6,16.64,2.9699999999999998,0.0,2.0,2.0,59.24,109.74
2025-09-26,Meta Ads,Prospecting - Lookalike 1%,52.52,10.5,8.32,1.82,0.0,1.0,1.0,25.2,67.38
2025-09-26,Meta Ads,Retargeting - Cart Abandon,82.57,22.8,6.84,2.69,0.0,1.0,1.0,12.92,120.98
2025-09-26,Meta Ads,Retargeting - Engaged 30d,300.12,107.5,32.27,9.9,0.0,4.0,4.0,103.86,435.75
2025-09-26,Organic Search,(organic),557.1899999999999,168.4,51.949999999999996,17.95,0.0,6.0,4.0,0.0,0.0
2025-09-26,Organic Social,(organic social),101.93,24.0,7.41,3.26,0.0,1.0,0.0,0.0,0.0
2025-09-27,Direct,(direct),173.32,44.239999999999995,27.130000000000003,5.92,0.0,3.0,1.0,0.0,0.0
2025-09-27,Email/SMS,Flow - Abandoned Cart,220.35000000000002,75.96000000000001,23.96,7.29,0.0,3.0,0.0,0.0,0.0
2025-09-27,Email/SMS,Flow - Post Purchase Winback,156.95,50.0,17.29,5.15,0.0,2.0,1.0,0.0,0.0
2025-09-27,Email/SMS,Flow - Welcome Series,229.26,55.88,24.75,7.54,44.19,3.0,0.0,0.0,0.0
2025-09-27,Google Ads,PMax - Skincare Prospecting,54.95,12.0,8.9,1.89,0.0,1.0,0.0,23.48,64.61
2025-09-27,Google Ads,Search - Brand,164.09000000000003,37.58,23.93,5.66,0.0,3.0,3.0,13.54,174.52
2025-09-27,Google Ads,Search - Nonbrand Skincare,204.27,47.7,24.61,6.82,0.0,3.0,3.0,59.78,222.16
2025-09-27,Google Ads,Shopping - Bestsellers,27.53,6.6,8.69,1.1,0.0,1.0,1.0,9.89,35.77
2025-09-27,Meta Ads,Prospecting - Broad,123.73,31.2,18.009999999999998,4.1899999999999995,0.0,2.0,2.0,80.56,191.41
2025-09-27,Meta Ads,Prospecting - Lookalike 1%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.44,8.93
2025-09-27,Meta Ads,Retargeting - Cart Abandon,157.05,39.68,24.14,5.449999999999999,0.0,3.0,3.0,30.56,199.94
2025-09-27,Meta Ads,Retargeting - Engaged 30d,412.35999999999996,118.64000000000001,40.150000000000006,13.459999999999999,0.0,5.0,5.0,171.37,616.0
2025-09-27,Organic Search,(organic),338.96999999999997,82.20000000000002,47.41,11.629999999999999,54.95,6.0,4.0,0.0,0.0
2025-09-27,Organic Social,(organic social),191.65,50.24,24.9,6.45,0.0,3.0,3.0,0.0,0.0
2025-09-27,Unattributed,(not set),74.78,20.48,14.629999999999999,2.77,0.0,2.0,2.0,0.0,0.0
2025-09-28,Direct,(direct),316.66999999999996,73.34,55.21,11.280000000000001,0.0,7.0,3.0,0.0,0.0
2025-09-28,Email/SMS,Flow - Abandoned Cart,124.18,45.2,13.51,4.199999999999999,30.56,2.0,0.0,0.0,0.0
2025-09-28,Email/SMS,Flow - Post Purchase Winback,31.78,8.4,8.15,1.22,0.0,1.0,0.0,0.0,0.0
2025-09-28,Email/SMS,Flow - Welcome Series,90.27,21.0,7.09,2.92,0.0,1.0,0.0,0.0,0.0
2025-09-28,Google Ads,PMax - Skincare Prospecting,54.95,12.0,7.81,1.89,0.0,1.0,0.0,28.04,63.3
2025-09-28,Google Ads,Search - Brand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.35,9.83
2025-09-28,Google Ads,Search - Nonbrand Skincare,62.95,16.8,8.37,2.13,0.0,1.0,1.0,16.62,71.08
2025-09-28,Google Ads,Shopping - Bestsellers,238.46,56.480000000000004,31.73,8.120000000000001,0.0,4.0,2.0,56.75,292.61
2025-09-28,Meta Ads,Prospecting - Broad,286.56,85.6,22.38,9.219999999999999,0.0,3.0,1.0,213.47,389.53
2025-09-28,Meta Ads,Prospecting - Lookalike 1%,171.82,43.88,24.62,5.880000000000001,0.0,3.0,3.0,81.19,207.1
2025-09-28,Meta Ads,Retargeting - Cart Abandon,173.21,52.96,16.23,5.619999999999999,0.0,2.0,1.0,43.57,279.78
2025-09-28,Meta Ads,Retargeting - Engaged 30d,126.60000000000001,34.8,22.4,4.58,0.0,3.0,2.0,37.3,209.08
2025-09-28,Organic Search,(organic),294.47,69.46000000000001,53.589999999999996,10.64,0.0,7.0,7.0,0.0,0.0
2025-09-28,Organic Social,(organic social),128.67000000000002,29.7,16.63,4.34,0.0,2.0,2.0,0.0,0.0
2025-09-28,Unattributed,(not set),28.95,6.6,7.08,1.14,0.0,1.0,1.0,0.0,0.0
2025-09-29,Direct,(direct),355.9,82.88,56.019999999999996,12.41,0.0,7.0,3.0,0.0,0.0
2025-09-29,Email/SMS,Campaign - Monthly Newsletter,118.30000000000001,32.4,17.619999999999997,4.03,0.0,2.0,0.0,0.0,0.0
2025-09-29,Email/SMS,Flow - Abandoned Cart,48.09,10.5,8.73,1.69,0.0,1.0,0.0,0.0,0.0
